feature_name,display_name,description,concept,concept_display_name,source_table,source_feature_file,data_kind,pandas_dtype,value_type,unit,missing_rate,non_null_count,unique_count,sensitive,mutable,allowed_for_model,allowed_in_user_explanation,allowed_in_recommendation,direction_prior,formatting_rule
previous_total_credit_amount,previous total credit amount,"Feature `previous_total_credit_amount` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,amount,currency,0.0,307511,194245,False,False,True,True,False,unknown,currency_rounded
previous_avg_annuity,previous avg annuity,"Feature `previous_avg_annuity` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,amount,currency,0.054863078068752014,290640,268978,False,False,True,True,False,unknown,currency_rounded
previous_max_annuity,previous max annuity,"Feature `previous_max_annuity` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,amount,currency,0.054863078068752014,290640,145950,False,False,True,True,False,unknown,currency_rounded
previous_avg_application_amount,previous avg application amount,"Feature `previous_avg_application_amount` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,amount,currency,0.05350702901684818,291057,191770,False,False,True,True,False,unknown,currency_rounded
previous_total_application_amount,previous total application amount,"Feature `previous_total_application_amount` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,amount,currency,0.0,307511,175562,False,False,True,True,False,unknown,currency_rounded
previous_avg_days_decision,previous avg days decision,"Feature `previous_avg_days_decision` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,days,days,0.05350702901684818,291057,60029,False,False,True,True,False,unknown,integer
previous_recent_application_count,previous recent application count,"Feature `previous_recent_application_count` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,count,count,0.0,307511,54,False,False,True,True,False,unknown,integer
previous_cash_loan_count,previous cash loan count,"Feature `previous_cash_loan_count` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,count,count,0.0,307511,59,False,False,True,True,False,unknown,integer
previous_consumer_loan_count,previous consumer loan count,"Feature `previous_consumer_loan_count` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,count,count,0.0,307511,36,False,False,True,True,False,unknown,integer
previous_revolving_loan_count,previous revolving loan count,"Feature `previous_revolving_loan_count` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,count,count,0.0,307511,27,False,False,True,True,False,unknown,integer
previous_approval_ratio,tỷ lệ đơn vay trước được duyệt,"Feature `previous_approval_ratio` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,ratio,ratio,0.05350702901684818,291057,362,False,False,True,True,False,higher_value_may_decrease_risk,ratio_as_percentage_1_decimal
previous_refusal_ratio,tỷ lệ đơn vay trước bị từ chối,"Feature `previous_refusal_ratio` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,ratio,ratio,0.05350702901684818,291057,397,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
previous_canceled_ratio,previous canceled ratio,"Feature `previous_canceled_ratio` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,ratio,ratio,0.05350702901684818,291057,362,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
previous_credit_to_application_ratio,previous credit to application ratio,"Feature `previous_credit_to_application_ratio` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,numeric,float64,ratio,ratio,0.056807723951338325,290042,256081,False,False,True,True,False,unknown,ratio_as_percentage_1_decimal
has_previous_application_history,có lịch sử đơn vay trước hay không,"Feature `has_previous_application_history` thuộc nhóm `lịch sử đơn vay trước đó`, được tạo từ bảng `previous_application` trong Data Layer.",previous_application_behavior,lịch sử đơn vay trước đó,previous_application,previous_application_features.parquet,binary,int8,binary_indicator,0_or_1,0.0,307511,2,False,False,True,True,False,unknown,boolean_indicator
installment_count,installment count,"Feature `installment_count` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,count,count,0.0,307511,320,False,False,True,True,False,unknown,integer
installment_late_payment_count,installment late payment count,"Feature `installment_late_payment_count` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,count,count,0.0,307511,102,False,False,True,True,False,higher_value_may_increase_risk,integer
installment_early_payment_count,installment early payment count,"Feature `installment_early_payment_count` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,count,count,0.0,307511,222,False,False,True,True,False,higher_value_may_decrease_risk,integer
installment_avg_days_late,installment avg days late,"Feature `installment_avg_days_late` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,days,days,0.4959562422157256,154999,9495,False,False,True,True,False,higher_value_may_increase_risk,integer
installment_max_days_late,installment max days late,"Feature `installment_max_days_late` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,days,days,0.4959562422157256,154999,1641,False,False,True,True,False,higher_value_may_increase_risk,integer
installment_sum_days_late,installment sum days late,"Feature `installment_sum_days_late` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,days,days,0.0,307511,2077,False,False,True,True,False,higher_value_may_increase_risk,integer
installment_avg_days_early,installment avg days early,"Feature `installment_avg_days_early` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,days,days,0.05423545824377014,290833,40552,False,False,True,True,False,higher_value_may_decrease_risk,integer
installment_max_days_early,installment max days early,"Feature `installment_max_days_early` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,days,days,0.05423545824377014,290833,421,False,False,True,True,False,higher_value_may_decrease_risk,integer
installment_underpayment_count,installment underpayment count,"Feature `installment_underpayment_count` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,count,count,0.0,307511,126,False,False,True,True,False,higher_value_may_increase_risk,integer
installment_fully_paid_count,installment fully paid count,"Feature `installment_fully_paid_count` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,count,count,0.0,307511,297,False,False,True,True,False,higher_value_may_decrease_risk,integer
installment_payment_ratio_avg,installment payment ratio avg,"Feature `installment_payment_ratio_avg` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,ratio,ratio,0.05163717720666903,291632,42704,False,False,True,True,False,unknown,ratio_as_percentage_1_decimal
installment_payment_ratio_min,installment payment ratio min,"Feature `installment_payment_ratio_min` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,ratio,ratio,0.05163717720666903,291632,117014,False,False,True,True,False,unknown,ratio_as_percentage_1_decimal
installment_payment_ratio_max,installment payment ratio max,"Feature `installment_payment_ratio_max` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,ratio,ratio,0.05163717720666903,291632,36094,False,False,True,True,False,unknown,ratio_as_percentage_1_decimal
installment_payment_ratio_std,installment payment ratio std,"Feature `installment_payment_ratio_std` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,ratio,ratio,0.05387449554650078,290944,143879,False,False,True,True,False,unknown,ratio_as_percentage_1_decimal
installment_total_expected_amount,installment total expected amount,"Feature `installment_total_expected_amount` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,amount,currency,0.0,307511,288144,False,False,True,True,False,unknown,currency_rounded
installment_total_paid_amount,installment total paid amount,"Feature `installment_total_paid_amount` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,amount,currency,0.0,307511,287755,False,False,True,True,False,unknown,currency_rounded
installment_late_payment_ratio,tỷ lệ kỳ thanh toán bị trễ,"Feature `installment_late_payment_ratio` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,ratio,ratio,0.051601406128561254,291643,4972,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
installment_early_payment_ratio,installment early payment ratio,"Feature `installment_early_payment_ratio` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,ratio,ratio,0.051601406128561254,291643,8746,False,False,True,True,False,higher_value_may_decrease_risk,ratio_as_percentage_1_decimal
installment_underpayment_ratio,tỷ lệ kỳ thanh toán trả thiếu,"Feature `installment_underpayment_ratio` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,ratio,ratio,0.051601406128561254,291643,4892,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
installment_total_payment_gap,tổng chênh lệch giữa số phải trả và đã trả,"Feature `installment_total_payment_gap` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,amount,currency,0.0,307511,131290,False,False,True,True,False,higher_value_may_increase_risk,currency_rounded
installment_recent_count,installment recent count,"Feature `installment_recent_count` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,count,count,0.0,307511,13,False,False,True,True,False,unknown,integer
installment_recent_late_payment_count,installment recent late payment count,"Feature `installment_recent_late_payment_count` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,count,count,0.0,307511,13,False,False,True,True,False,higher_value_may_increase_risk,integer
installment_recent_payment_ratio_avg,installment recent payment ratio avg,"Feature `installment_recent_payment_ratio_avg` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,ratio,ratio,0.05166644445239357,291623,35182,False,False,True,True,False,unknown,ratio_as_percentage_1_decimal
installment_recent_underpayment_count,installment recent underpayment count,"Feature `installment_recent_underpayment_count` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,count,count,0.0,307511,13,False,False,True,True,False,higher_value_may_increase_risk,integer
installment_recent_late_payment_ratio,installment recent late payment ratio,"Feature `installment_recent_late_payment_ratio` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,ratio,ratio,0.051601406128561254,291643,47,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
installment_recent_underpayment_ratio,installment recent underpayment ratio,"Feature `installment_recent_underpayment_ratio` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,numeric,float64,ratio,ratio,0.051601406128561254,291643,46,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
has_installment_history,có lịch sử trả góp hay không,"Feature `has_installment_history` thuộc nhóm `hành vi trả góp`, được tạo từ bảng `installments_payments` trong Data Layer.",installment_repayment_behavior,hành vi trả góp,installments_payments,installments_features.parquet,binary,int8,binary_indicator,0_or_1,0.0,307511,2,False,False,True,True,False,unknown,boolean_indicator
pos_cash_months_observed,pos cash months observed,"Feature `pos_cash_months_observed` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,count,count,0.0,307511,228,False,False,True,True,False,unknown,integer
pos_cash_contract_count,pos cash contract count,"Feature `pos_cash_contract_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,count,count,0.0,307511,26,False,False,True,True,False,unknown,integer
pos_cash_avg_installment_count,pos cash avg installment count,"Feature `pos_cash_avg_installment_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,numeric,,0.05883041582252342,289420,41222,False,False,True,True,False,unknown,number_3_decimal
pos_cash_avg_future_installment_count,pos cash avg future installment count,"Feature `pos_cash_avg_future_installment_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,numeric,,0.05883041582252342,289420,39840,False,False,True,True,False,unknown,number_3_decimal
pos_cash_min_future_installment_count,pos cash min future installment count,"Feature `pos_cash_min_future_installment_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,numeric,,0.05883041582252342,289420,61,False,False,True,True,False,unknown,number_3_decimal
pos_cash_max_future_installment_count,pos cash max future installment count,"Feature `pos_cash_max_future_installment_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,numeric,,0.05883041582252342,289420,62,False,False,True,True,False,unknown,number_3_decimal
pos_cash_dpd_count,pos cash dpd count,"Feature `pos_cash_dpd_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,count,count,0.0,307511,103,False,False,True,True,False,higher_value_may_increase_risk,integer
pos_cash_avg_dpd,pos cash avg dpd,"Feature `pos_cash_avg_dpd` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,days,days,0.05875236983392464,289444,10768,False,False,True,True,False,higher_value_may_increase_risk,integer
pos_cash_max_dpd,pos cash max dpd,"Feature `pos_cash_max_dpd` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,days,days,0.05875236983392464,289444,1919,False,False,True,True,False,higher_value_may_increase_risk,integer
pos_cash_def_dpd_count,pos cash def dpd count,"Feature `pos_cash_def_dpd_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,count,count,0.0,307511,62,False,False,True,True,False,higher_value_may_increase_risk,integer
pos_cash_avg_def_dpd,pos cash avg def dpd,"Feature `pos_cash_avg_def_dpd` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,days,days,0.05875236983392464,289444,4471,False,False,True,True,False,higher_value_may_increase_risk,integer
pos_cash_max_def_dpd,pos cash max def dpd,"Feature `pos_cash_max_def_dpd` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,days,days,0.05875236983392464,289444,200,False,False,True,True,False,higher_value_may_increase_risk,integer
pos_cash_active_count,pos cash active count,"Feature `pos_cash_active_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,count,count,0.0,307511,212,False,False,True,True,False,unknown,integer
pos_cash_completed_count,pos cash completed count,"Feature `pos_cash_completed_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,count,count,0.0,307511,47,False,False,True,True,False,unknown,integer
pos_cash_demand_count,pos cash demand count,"Feature `pos_cash_demand_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,count,count,0.0,307511,53,False,False,True,True,False,unknown,integer
pos_cash_signed_count,pos cash signed count,"Feature `pos_cash_signed_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,count,count,0.0,307511,32,False,False,True,True,False,unknown,integer
pos_cash_status_xna_count,pos cash status xna count,"Feature `pos_cash_status_xna_count` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,count,count,0.0,307511,2,False,False,True,True,False,unknown,integer
pos_cash_dpd_ratio,tỷ lệ tháng POS/CASH bị quá hạn,"Feature `pos_cash_dpd_ratio` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,ratio,ratio,0.05875236983392464,289444,2499,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
pos_cash_def_dpd_ratio,pos cash def dpd ratio,"Feature `pos_cash_def_dpd_ratio` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,numeric,float64,ratio,ratio,0.05875236983392464,289444,1258,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
has_pos_cash_history,có lịch sử POS/CASH hay không,"Feature `has_pos_cash_history` thuộc nhóm `hành vi khoản vay POS/CASH`, được tạo từ bảng `POS_CASH_balance` trong Data Layer.",pos_cash_behavior,hành vi khoản vay POS/CASH,POS_CASH_balance,pos_cash_features.parquet,binary,int8,binary_indicator,0_or_1,0.0,307511,2,False,False,True,True,False,unknown,boolean_indicator
credit_card_months_observed,credit card months observed,"Feature `credit_card_months_observed` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,count,count,0.0,307511,129,False,False,True,True,False,unknown,integer
credit_card_avg_balance,credit card avg balance,"Feature `credit_card_avg_balance` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,amount,currency,0.7173922233676193,86905,59467,False,False,True,True,False,unknown,currency_rounded
credit_card_max_balance,credit card max balance,"Feature `credit_card_max_balance` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,amount,currency,0.7173922233676193,86905,56722,False,False,True,True,False,unknown,currency_rounded
credit_card_min_balance,credit card min balance,"Feature `credit_card_min_balance` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,amount,currency,0.7173922233676193,86905,11608,False,False,True,True,False,unknown,currency_rounded
credit_card_avg_limit,credit card avg limit,"Feature `credit_card_avg_limit` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,amount,currency,0.7173922233676193,86905,11313,False,False,True,True,False,unknown,currency_rounded
credit_card_max_limit,credit card max limit,"Feature `credit_card_max_limit` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,amount,currency,0.7173922233676193,86905,54,False,False,True,True,False,unknown,currency_rounded
credit_card_avg_utilization,mức sử dụng thẻ tín dụng trung bình,"Feature `credit_card_avg_utilization` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,ratio,ratio,0.7202181385381335,86036,59105,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
credit_card_max_utilization,mức sử dụng thẻ tín dụng cao nhất,"Feature `credit_card_max_utilization` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,ratio,ratio,0.7202181385381335,86036,56150,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
credit_card_avg_payment_to_min_ratio,credit card avg payment to min ratio,"Feature `credit_card_avg_payment_to_min_ratio` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,ratio,ratio,0.8072296600772005,59279,57701,False,False,True,True,False,unknown,ratio_as_percentage_1_decimal
credit_card_min_payment_to_min_ratio,credit card min payment to min ratio,"Feature `credit_card_min_payment_to_min_ratio` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,ratio,ratio,0.8072296600772005,59279,20770,False,False,True,True,False,unknown,ratio_as_percentage_1_decimal
credit_card_total_drawings,credit card total drawings,"Feature `credit_card_total_drawings` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,amount,currency,0.0,307511,40377,False,False,True,True,False,unknown,currency_rounded
credit_card_avg_drawings,credit card avg drawings,"Feature `credit_card_avg_drawings` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,amount,currency,0.7173922233676193,86905,49079,False,False,True,True,False,unknown,currency_rounded
credit_card_max_drawings,credit card max drawings,"Feature `credit_card_max_drawings` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,amount,currency,0.7173922233676193,86905,24117,False,False,True,True,False,unknown,currency_rounded
credit_card_avg_drawing_to_limit_ratio,credit card avg drawing to limit ratio,"Feature `credit_card_avg_drawing_to_limit_ratio` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,ratio,ratio,0.7202181385381335,86036,49730,False,False,True,True,False,unknown,ratio_as_percentage_1_decimal
