source_entity_id,target,target_observation_status,target_event,first_payment_period,first_observed_payment_index,last_observed_payment_index,event_payment_index,terminal_zero_balance_code,terminal_payment_index,observed_horizon_months,first_reporting_period,last_reporting_period,censor_reason
F24Q10061930,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061931,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061932,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061933,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061934,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061935,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061936,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061937,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,6,,01,6,6,202403,202409,
F24Q10061938,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061939,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,7,,01,7,7,202403,202410,
F24Q10061940,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061941,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061942,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061943,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061944,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061945,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061946,0,ELIGIBLE,no_serious_event_through_12m,202404,0,20,,01,20,12,202403,202511,
F24Q10061947,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061948,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061949,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,01,24,12,202403,202603,
F24Q10061950,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061951,0,ELIGIBLE,no_serious_event_through_12m,202404,0,19,,01,19,12,202403,202510,
F24Q10061952,0,ELIGIBLE,no_serious_event_through_12m,202404,0,20,,01,20,12,202403,202511,
F24Q10061953,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,6,,01,6,6,202403,202409,
F24Q10061954,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061955,0,ELIGIBLE,no_serious_event_through_12m,202404,0,21,,01,21,12,202403,202512,
F24Q10061956,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061957,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061958,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061959,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061960,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061961,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061962,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061963,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,7,,01,7,7,202403,202410,
F24Q10061964,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061965,0,ELIGIBLE,no_serious_event_through_12m,202404,0,18,,01,18,12,202403,202509,
F24Q10061966,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061967,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061968,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061969,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,01,24,12,202403,202603,
F24Q10061970,0,ELIGIBLE,voluntary_payoff_before_12m,202403,0,3,,01,3,3,202402,202405,
F24Q10061971,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061972,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061973,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061974,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061975,0,ELIGIBLE,no_serious_event_through_12m,202403,0,20,,01,20,12,202402,202510,
F24Q10061976,0,ELIGIBLE,voluntary_payoff_before_12m,202403,0,6,,01,6,6,202402,202408,
F24Q10061977,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061978,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061979,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061980,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061981,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061982,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061983,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061984,0,ELIGIBLE,no_serious_event_through_12m,202404,0,12,,01,12,12,202403,202503,
F24Q10061985,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061986,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,01,25,12,202402,202603,
F24Q10061987,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061988,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061989,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061990,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10061991,0,ELIGIBLE,no_serious_event_through_12m,202403,0,23,,01,23,12,202402,202601,
F24Q10061992,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061993,0,ELIGIBLE,no_serious_event_through_12m,202404,0,13,,01,13,12,202403,202504,
F24Q10061994,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,01,25,12,202402,202603,
F24Q10061995,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061996,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061997,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10061998,0,ELIGIBLE,voluntary_payoff_before_12m,202403,0,6,,01,6,6,202402,202408,
F24Q10061999,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062000,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062001,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,01,24,12,202403,202603,
F24Q10062002,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062003,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062004,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062005,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062006,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062007,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062008,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062009,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062010,0,ELIGIBLE,no_serious_event_through_12m,202403,0,21,,01,21,12,202402,202511,
F24Q10062011,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062012,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062013,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062014,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062015,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062016,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062017,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062018,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062019,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062020,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062021,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062022,0,ELIGIBLE,no_serious_event_through_12m,202404,0,14,,01,14,12,202403,202505,
F24Q10062023,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062024,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062025,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062026,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062027,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062028,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062029,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062030,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,3,,01,3,3,202403,202406,
F24Q10062031,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062032,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062033,0,ELIGIBLE,no_serious_event_through_12m,202404,0,15,,01,15,12,202403,202506,
F24Q10062034,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062035,0,ELIGIBLE,no_serious_event_through_12m,202404,0,18,,01,18,12,202403,202509,
F24Q10062036,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062037,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062038,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062039,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062040,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062041,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062042,0,ELIGIBLE,no_serious_event_through_12m,202404,0,23,,01,23,12,202403,202602,
F24Q10062043,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,7,,01,7,7,202403,202410,
F24Q10062044,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062045,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062046,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062047,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062048,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062049,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062050,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062051,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062052,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062053,0,ELIGIBLE,no_serious_event_through_12m,202404,0,13,,01,13,12,202403,202504,
F24Q10062054,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062055,0,ELIGIBLE,no_serious_event_through_12m,202404,0,15,,01,15,12,202403,202506,
F24Q10062056,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062057,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062058,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062059,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062060,0,ELIGIBLE,no_serious_event_through_12m,202403,0,14,,01,14,12,202402,202504,
F24Q10062061,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062062,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062063,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062064,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062065,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,7,,01,7,7,202403,202410,
F24Q10062066,0,ELIGIBLE,no_serious_event_through_12m,202404,0,19,,01,19,12,202403,202510,
F24Q10062067,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062068,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062069,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062070,0,ELIGIBLE,voluntary_payoff_before_12m,202403,0,1,,01,1,1,202402,202403,
F24Q10062071,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062072,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062073,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062074,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062075,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062076,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,8,,01,8,8,202403,202411,
F24Q10062077,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062078,0,ELIGIBLE,no_serious_event_through_12m,202404,0,12,,01,12,12,202403,202503,
F24Q10062079,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062080,0,ELIGIBLE,no_serious_event_through_12m,202404,0,12,,01,12,12,202403,202503,
F24Q10062081,0,ELIGIBLE,no_serious_event_through_12m,202404,0,14,,01,14,12,202403,202505,
F24Q10062082,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062083,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062084,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062085,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062086,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062087,0,ELIGIBLE,no_serious_event_through_12m,202403,0,24,,01,24,12,202402,202602,
F24Q10062088,0,ELIGIBLE,no_serious_event_through_12m,202404,0,14,,01,14,12,202403,202505,
F24Q10062089,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062090,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062091,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062092,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062093,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062094,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062095,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,0,,01,0,0,202403,202403,
F24Q10062096,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062097,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062098,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062099,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062100,0,ELIGIBLE,no_serious_event_through_12m,202403,0,22,,01,22,12,202402,202512,
F24Q10062101,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062102,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062103,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062104,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062105,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062106,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062107,0,ELIGIBLE,no_serious_event_through_12m,202405,0,22,,01,22,12,202404,202602,
F24Q10062108,0,ELIGIBLE,no_serious_event_through_12m,202404,0,21,,01,21,12,202403,202512,
F24Q10062109,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062110,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062111,0,ELIGIBLE,no_serious_event_through_12m,202404,0,18,,01,18,12,202403,202509,
F24Q10062112,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,01,24,12,202403,202603,
F24Q10062113,0,ELIGIBLE,no_serious_event_through_12m,202403,0,20,,01,20,12,202402,202510,
F24Q10062114,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062115,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062116,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062117,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062118,0,ELIGIBLE,no_serious_event_through_12m,202404,0,20,,01,20,12,202403,202511,
F24Q10062119,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062120,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062121,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062122,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062123,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062124,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062125,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062126,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,01,24,12,202403,202603,
F24Q10062127,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062128,0,ELIGIBLE,no_serious_event_through_12m,202404,0,19,,01,19,12,202403,202510,
F24Q10062129,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062130,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062131,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062132,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062133,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062134,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062135,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062136,0,ELIGIBLE,no_serious_event_through_12m,202404,0,23,,01,23,12,202403,202602,
F24Q10062137,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062138,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062139,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062140,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062141,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062142,0,ELIGIBLE,no_serious_event_through_12m,202403,0,24,,01,24,12,202402,202602,
F24Q10062143,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062144,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062145,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062146,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062147,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062148,0,ELIGIBLE,no_serious_event_through_12m,202404,0,21,,01,21,12,202403,202512,
F24Q10062149,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,0,,01,0,0,202403,202403,
F24Q10062150,0,ELIGIBLE,no_serious_event_through_12m,202404,0,19,,01,19,12,202403,202510,
F24Q10062151,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,7,,01,7,7,202403,202410,
F24Q10062152,1,ELIGIBLE,90plus_delinquency,202403,0,14,6,01,14,12,202402,202504,
F24Q10062153,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062154,0,ELIGIBLE,no_serious_event_through_12m,202404,0,20,,01,20,12,202403,202511,
F24Q10062155,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062156,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062157,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062158,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062159,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062160,0,ELIGIBLE,no_serious_event_through_12m,202405,0,23,,,,12,202404,202603,
F24Q10062161,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062162,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062163,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062164,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062165,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,6,,01,6,6,202403,202409,
F24Q10062166,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062167,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062168,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062169,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062170,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062171,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062172,0,ELIGIBLE,no_serious_event_through_12m,202404,0,18,,01,18,12,202403,202509,
F24Q10062173,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,5,,01,5,5,202403,202408,
F24Q10062174,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062175,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062176,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062177,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062178,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062179,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062180,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062181,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062182,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062183,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062184,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,8,,01,8,8,202403,202411,
F24Q10062185,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062186,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,01,24,12,202403,202603,
F24Q10062187,,CENSORED,,202404,0,2,,96,2,2,202403,202405,non_outcome_termination_96
F24Q10062188,0,ELIGIBLE,voluntary_payoff_before_12m,202404,0,7,,01,7,7,202403,202410,
F24Q10062189,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062190,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062191,0,ELIGIBLE,no_serious_event_through_12m,202403,0,17,,01,17,12,202402,202507,
F24Q10062192,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062193,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062194,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062195,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062196,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062197,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062198,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062199,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062200,0,ELIGIBLE,no_serious_event_through_12m,202403,0,25,,,,12,202402,202603,
F24Q10062201,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062202,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
F24Q10062203,0,ELIGIBLE,no_serious_event_through_12m,202404,0,24,,,,12,202403,202603,
